name,year,expenses,degree,enrollment,level,control
GateWay Community College,2009,3816,,3413,At least 2 but less than 4 years,Public
Gateway Community College,2010,5701,,4156,At least 2 but less than 4 years,Public
GateWay Community College,2010,3928,,3291,At least 2 but less than 4 years,Public
GateWay Community College,2011,4119,,3195,At least 2 but less than 4 years,Public
GateWay Community College,2012,4786,,3150,At least 2 but less than 4 years,Public
GateWay Community College,2013,5675,,3056,At least 2 but less than 4 years,Public
George Mason University,2006,7767,56,21443,Four or more years,Public
George Mason University,2007,8859,58,21608,Four or more years,Public
George Mason University,2008,9049,61,21917,Four or more years,Public
George Mason University,2009,8891,64,23276,Four or more years,Public
George Mason University,2010,10063,63,23977,Four or more years,Public
George Mason University,2011,11051,4255,25126,Four or more years,Public
George Mason University,2012,5696,4718,25061,Four or more years,Public
George Mason University,2013,12122,4920,26139,Four or more years,Public
Germanna Community College,2006,3285,,2796,At least 2 but less than 4 years,Public
Germanna Community College,2007,3370,,3132,At least 2 but less than 4 years,Public
Germanna Community College,2008,3033,,3494,At least 2 but less than 4 years,Public
Germanna Community College,2009,3035,,3887,At least 2 but less than 4 years,Public
Germanna Community College,2010,3363,,4199,At least 2 but less than 4 years,Public
Germanna Community College,2011,3380,,4297,At least 2 but less than 4 years,Public
Germanna Community College,2012,11369,,4116,At least 2 but less than 4 years,Public
Germanna Community College,2013,4129,,4040,At least 2 but less than 4 years,Public
Glendale Community College,2006,3643,,10228,At least 2 but less than 4 years,Public
Glendale Community College,2007,3924,,10031,At least 2 but less than 4 years,Public
Glendale Community College,2008,4097,,9992,At least 2 but less than 4 years,Public
Glendale Community College,2009,4169,,11500,At least 2 but less than 4 years,Public
Glendale Community College,2010,4282,,12239,At least 2 but less than 4 years,Public
Glendale Community College,2011,4046,,12160,At least 2 but less than 4 years,Public
Glendale Community College,2012,4304,,12044,At least 2 but less than 4 years,Public
Glendale Community College,2013,4521,,11806,At least 2 but less than 4 years,Public
Global Health College,2006,0,,,At least 2 but less than 4 years,Private for-profit
Global Health College,2007,0,,,At least 2 but less than 4 years,Private for-profit
Global Health College,2008,0,,,At least 2 but less than 4 years,Private for-profit
Global Health College,2009,8263,,409,At least 2 but less than 4 years,Private for-profit
Global Health College,2010,2808,,276,At least 2 but less than 4 years,Private for-profit
Global Health College,2011,8556,,166,At least 2 but less than 4 years,Private for-profit
Global Health College,2012,2744,,191,Less than 2 years (below associate),Private for-profit
Global Health College,2013,2858,,161,At least 2 but less than 4 years,Private for-profit
Golf Academy of America-Phoenix,2006,3036,,227,At least 2 but less than 4 years,Private for-profit
Golf Academy of America-Phoenix,2007,3042,,238,At least 2 but less than 4 years,Private for-profit
Golf Academy of America-Phoenix,2008,2019,,214,At least 2 but less than 4 years,Private for-profit
Golf Academy of America-Phoenix,2009,2381,,272,At least 2 but less than 4 years,Private for-profit
Golf Academy of America-Phoenix,2010,2761,,274,At least 2 but less than 4 years,Private for-profit
Golf Academy of America-Phoenix,2011,3658,,186,At least 2 but less than 4 years,Private for-profit
Golf Academy of America-Phoenix,2012,2133,,180,Four or more years,Private for-profit
Golf Academy of America-Phoenix,2013,6868,,164,At least 2 but less than 4 years,Private for-profit
Grabber School of Hair Design,2006,1155,,121,Less than 2 years (below associate),Private for-profit
Grabber School of Hair Design,2007,1997,,78,Less than 2 years (below associate),Private for-profit
Grabber School of Hair Design,2008,3877,,80,Less than 2 years (below associate),Private for-profit
Grabber School of Hair Design,2009,4972,,84,Less than 2 years (below associate),Private for-profit
Grabber School of Hair Design,2010,4099,,99,Less than 2 years (below associate),Private for-profit
Grabber School of Hair Design,2011,4519,,64,Less than 2 years (below associate),Private for-profit
Grabber School of Hair Design,2012,3040,,86,Less than 2 years (below associate),Private for-profit
Grabber School of Hair Design,2013,4017,,112,Less than 2 years (below associate),Private for-profit
Graham Webb International Academy of Hair,2006,1276,,208,Less than 2 years (below associate),Private for-profit
Graham Webb International Academy of Hair,2007,1990,,176,Less than 2 years (below associate),Private for-profit
Graham Webb International Academy of Hair,2008,2670,,192,Less than 2 years (below associate),Private for-profit
Graham Webb International Academy of Hair,2009,1210,,110,Less than 2 years (below associate),Private for-profit
Graham Webb International Academy of Hair,2010,1758,,263,Less than 2 years (below associate),Private for-profit
Graham Webb International Academy of Hair,2011,2581,,237,Less than 2 years (below associate),Private for-profit
Graham Webb International Academy of Hair,2012,6121,,168,Less than 2 years (below associate),Private for-profit
Graham Webb International Academy of Hair,2013,2334,,139,Less than 2 years (below associate),Private for-profit
Grand Canyon University,2006,2819,50,5095,Four or more years,Private for-profit
Grand Canyon University,2007,2716,41,6753,Four or more years,Private for-profit
Grand Canyon University,2008,1370,49,10894,Four or more years,Private for-profit
Grand Canyon University,2009,951,42,17875,Four or more years,Private for-profit
Grand Canyon University,2010,2177,29,16187,Four or more years,Private for-profit
Grand Canyon University,2011,2578,2859,17976,Four or more years,Private for-profit
Grand Canyon University,2012,2567,4330,22466,Four or more years,Private for-profit
Grand Canyon University,2013,2806,5371,26455,Four or more years,Private for-profit
Grand River Technical School,2006,0,,75,Less than 2 years (below associate),Public
Grand River Technical School,2007,0,,77,Less than 2 years (below associate),Public
Grand River Technical School,2008,0,,79,Less than 2 years (below associate),Public
Grand River Technical School,2009,16277,,102,Less than 2 years (below associate),Public
Grand River Technical School,2010,16667,,85,Less than 2 years (below associate),Public
Grand River Technical School,2011,15663,,99,Less than 2 years (below associate),Public
Grand River Technical School,2012,7787,,97,Less than 2 years (below associate),Public
Grand River Technical School,2013,17114,,90,Less than 2 years (below associate),Public
Grantham University,2006,0,41,6909,Four or more years,Private for-profit
Grantham University,2007,0,,,Four or more years,Private for-profit
Grantham University,2008,0,,,Four or more years,Private for-profit
Grantham University,2009,1302,0,5494,Four or more years,Private for-profit
Grantham University,2010,2053,4,6307,Four or more years,Private for-profit
Grantham University,2011,1736,645,6064,Four or more years,Private for-profit
Grantham University,2012,5227,755,7068,Less than 2 years (below associate),Private for-profit
Grantham University,2013,1463,873,9153,Four or more years,Private for-profit
Hair Academy 110,2006,0,,6,Less than 2 years (below associate),Private for-profit
Hair Academy 110,2007,6457,,26,Less than 2 years (below associate),Private for-profit
Hair Academy 110,2008,3998,,28,Less than 2 years (below associate),Private for-profit
Hair Academy 110,2009,4040,,27,Less than 2 years (below associate),Private for-profit
Hair Academy 110,2010,4119,,26,Less than 2 years (below associate),Private for-profit
Hair Academy 110,2011,5706,,21,Less than 2 years (below associate),Private for-profit
Hair Academy 110,2012,1943,,22,Four or more years,Private not-for-profit
Hair Academy 110,2013,5929,,20,Less than 2 years (below associate),Private for-profit
Hair Academy of Safford,2006,1616,,30,Less than 2 years (below associate),Private for-profit
Hair Academy of Safford,2007,944,,53,Less than 2 years (below associate),Private for-profit
Hair Academy of Safford,2008,689,,55,Less than 2 years (below associate),Private for-profit
Hair Academy of Safford,2009,2249,,102,Less than 2 years (below associate),Private for-profit
Hair Academy of Safford,2010,1385,,109,Less than 2 years (below associate),Private for-profit
Hair Academy of Safford,2011,3990,,85,Less than 2 years (below associate),Private for-profit
Hair Academy of Safford,2012,4331,,85,Less than 2 years (below associate),Private for-profit
Hair Academy of Safford,2013,3962,,64,Less than 2 years (below associate),Private for-profit
Hair Academy Paul Mitchell Partner School,2006,0,,,At least 2 but less than 4 years,Private for-profit
Hair Academy Paul Mitchell Partner School,2007,0,,,At least 2 but less than 4 years,Private for-profit
Hair Academy Paul Mitchell Partner School,2008,0,,,At least 2 but less than 4 years,Private for-profit
Hair Academy Paul Mitchell Partner School,2009,2766,,141,At least 2 but less than 4 years,Private for-profit
Hair Academy Paul Mitchell Partner School,2010,2213,,183,At least 2 but less than 4 years,Private for-profit
Hair Academy Paul Mitchell Partner School,2011,2357,,172,At least 2 but less than 4 years,Private for-profit
Hair Academy Paul Mitchell Partner School,2012,2292,,118,Four or more years,Private for-profit
Hair Academy Paul Mitchell Partner School,2013,2754,,128,At least 2 but less than 4 years,Private for-profit
Hampden-Sydney College,2006,19859,65,1108,Four or more years,Private not-for-profit
Hampden-Sydney College,2007,11160,66,1122,Four or more years,Private not-for-profit
Hampden-Sydney College,2008,12100,62,1120,Four or more years,Private not-for-profit
Hampden-Sydney College,2009,12476,66,1068,Four or more years,Private not-for-profit
Hampden-Sydney College,2010,11800,68,1058,Four or more years,Private not-for-profit
Hampden-Sydney College,2011,12596,241,1057,Four or more years,Private not-for-profit
Hampden-Sydney College,2012,3744,226,1080,Four or more years,Private not-for-profit
Hampden-Sydney College,2013,12547,206,1069,Four or more years,Private not-for-profit
Hampton University,2006,7903,54,5589,Four or more years,Private not-for-profit
Hampton University,2007,7061,54,5324,Four or more years,Private not-for-profit
Hampton University,2008,6389,51,5127,Four or more years,Private not-for-profit
Hampton University,2009,6951,52,5027,Four or more years,Private not-for-profit
Hampton University,2010,6990,54,5057,Four or more years,Private not-for-profit
Hampton University,2011,6877,832,4819,Four or more years,Private not-for-profit
Hampton University,2012,12694,830,4631,Four or more years,Private not-for-profit
Hampton University,2013,8966,668,4312,Four or more years,Private not-for-profit
Hannibal-LaGrange University,2006,3689,45,902,Four or more years,Private not-for-profit
Hannibal-LaGrange University,2007,3451,56,982,Four or more years,Private not-for-profit
Hannibal-LaGrange University,2008,3673,45,942,Four or more years,Private not-for-profit
Hannibal-LaGrange University,2009,3889,41,929,Four or more years,Private not-for-profit
Hannibal-LaGrange University,2010,5587,53,1011,Four or more years,Private not-for-profit
Hannibal-LaGrange University,2011,4989,225,1012,Four or more years,Private not-for-profit
Hannibal-LaGrange University,2012,3837,204,1065,Four or more years,Private not-for-profit
Hannibal-LaGrange University,2013,4224,214,1019,Four or more years,Private not-for-profit
Harris-Stowe State University,2006,5521,20,1471,Four or more years,Public
Harris-Stowe State University,2007,4833,21,1495,Four or more years,Public
Harris-Stowe State University,2008,5131,19,1532,Four or more years,Public
Harris-Stowe State University,2009,4715,21,1601,Four or more years,Public
